boro_code,boro_ct201,boro_name,cdeligibil,ct2010,ctlabel,ntacode,ntaname,puma,shape_area,shape_leng,BoroCTLbl,household_income_acs2018_Households (HH) Count,household_income_acs2018_HH 0-10k,household_income_acs2018_HH 10k-15k,household_income_acs2018_HH 15k-25k,household_income_acs2018_HH 25k-35k,household_income_acs2018_HH 35k-50k,household_income_acs2018_HH 50k-75k,household_income_acs2018_HH 75k-100k,household_income_acs2018_HH 100k-150k,household_income_acs2018_HH 150k-200k,household_income_acs2018_HH 200k-UP,household_income_acs2018_Household Median Income,Hospital N,Addresss,System,Number of,GFA,Year built,Latitude,Longitude
"1","1010400",Manhattan,I,"010400","104",MN17,Midtown-Midtown South,"3807",1864600.3750299999956041574478149414063,5693.0363665499999115127138793468475,Manhattan 104,"571",3.9,1.1,7.5,1.9,2.3,13.5,6,29.1,7.4,27.5,"125156",NYU Langone Hospitals,"550 First Avenue, New York, NY 10016",NYU Langone,"844","1,153,372","1900",40.742126499999998,-73.976152900000002
"1","1010400",Manhattan,I,"010400","104",MN17,Midtown-Midtown South,"3807",1864600.3750299999956041574478149414063,5693.0363665499999115127138793468475,Manhattan 104,"571",3.9,1.1,7.5,1.9,2.3,13.5,6,29.1,7.4,27.5,"125156",Memorial Hospital for Cancer and Allied Diseases,"1275 York Avenue, New York, NY 10065",Others,"514","538,454","1940",40.764161500000000,-73.958290599999998
"1","1010400",Manhattan,I,"010400","104",MN17,Midtown-Midtown South,"3807",1864600.3750299999956041574478149414063,5693.0363665499999115127138793468475,Manhattan 104,"571",3.9,1.1,7.5,1.9,2.3,13.5,6,29.1,7.4,27.5,"125156",Lenox Hill Hospital,"100 East 77th Street, New York, NY 10021",Northwell,"632","775,241","1930",40.773934300000001,-73.963080800000000
"1","1010400",Manhattan,I,"010400","104",MN17,Midtown-Midtown South,"3807",1864600.3750299999956041574478149414063,5693.0363665499999115127138793468475,Manhattan 104,"571",3.9,1.1,7.5,1.9,2.3,13.5,6,29.1,7.4,27.5,"125156",Mount Sinai West,"1000 Tenth Avenue, New York, NY 10019",Mount Sinai,"514","1,104,505","1992",40.770002200000000,-73.989668399999999
"1","1011300",Manhattan,I,"011300","113",MN17,Midtown-Midtown South,"3807",1890907.2910199998877942562103271484375,5699.8606411999999181716702878475189,Manhattan 113,"57",15.8,7,0,0,10.5,7,19.3,14,7,19.3,"83750",Bellevue Hospital Center,"462 First Avenue, New York, NY 10016",Health+,"912","2,124,441","1910",40.739088799999998,-73.983771300000001
"1","1011300",Manhattan,I,"011300","113",MN17,Midtown-Midtown South,"3807",1890907.2910199998877942562103271484375,5699.8606411999999181716702878475189,Manhattan 113,"57",15.8,7,0,0,10.5,7,19.3,14,7,19.3,"83750",NYU Langone Hospitals,"550 First Avenue, New York, NY 10016",NYU Langone,"844","1,153,372","1900",40.742126499999998,-73.976152900000002
"1","1011300",Manhattan,I,"011300","113",MN17,Midtown-Midtown South,"3807",1890907.2910199998877942562103271484375,5699.8606411999999181716702878475189,Manhattan 113,"57",15.8,7,0,0,10.5,7,19.3,14,7,19.3,"83750",Mount Sinai West,"1000 Tenth Avenue, New York, NY 10019",Mount Sinai,"514","1,104,505","1992",40.770002200000000,-73.989668399999999
"1","1011402",Manhattan,I,"011402","114.02",MN40,Upper East Side-Carnegie Hill,"3805",1063547.4139000000432133674621582031250,4125.2560293200003798119723796844482,Manhattan 114.02,"1039",4.3,3.3,1.7,8.1,1.6,13.7,9.2,9.1,7.5,41.4,"141406",Memorial Hospital for Cancer and Allied Diseases,"1275 York Avenue, New York, NY 10065",Others,"514","538,454","1940",40.764161500000000,-73.958290599999998
"1","1013000",Manhattan,I,"013000","130",MN40,Upper East Side-Carnegie Hill,"3805",1918144.5403499999083578586578369140625,5807.9729563800001415074802935123444,Manhattan 130,"1856",6.5,0.9,2.4,2.5,7.2,8.2,8.2,6.7,10.1,47.3,"189191",Lenox Hill Hospital,"100 East 77th Street, New York, NY 10021",Northwell,"632","775,241","1930",40.773934300000001,-73.963080800000000
"1","1014000",Manhattan,I,"014000","140",MN40,Upper East Side-Carnegie Hill,"3805",1925984.2225200000684708356857299804688,5820.8156402799995703389868140220642,Manhattan 140,"3971",2.1,1.7,4.4,6.9,3.2,11.5,5.4,16.3,8.3,40.3,"141797",Lenox Hill Hospital,"100 East 77th Street, New York, NY 10021",Northwell,"632","775,241","1930",40.773934300000001,-73.963080800000000
"1","1014801",Manhattan,I,"014801","148.01",MN40,Upper East Side-Carnegie Hill,"3805",559216.1578160000499337911605834960938,3135.9514230499999030143953859806061,Manhattan 148.01,"1516",1.5,1.8,7.6,2,7.8,3.5,10.7,12.7,12.3,40.1,"161111",Metropolitan Hospital Center,"1901 First Avenue, New York, NY 10029",Health+,"338","1,075,000","1967",40.785236800000000,-73.947217699999996
"1","1014801",Manhattan,I,"014801","148.01",MN40,Upper East Side-Carnegie Hill,"3805",559216.1578160000499337911605834960938,3135.9514230499999030143953859806061,Manhattan 148.01,"1516",1.5,1.8,7.6,2,7.8,3.5,10.7,12.7,12.3,40.1,"161111",Lenox Hill Hospital,"100 East 77th Street, New York, NY 10021",Northwell,"632","775,241","1930",40.773934300000001,-73.963080800000000
"1","1018400",Manhattan,E,"018400","184",MN34,East Harlem North,"3804",1903568.3528499999083578586578369140625,5771.8740977099996598553843796253204,Manhattan 184,"3117",25.4,13.1,13.7,10.3,6.3,14.1,4.7,5.4,3.5,3.4,"23703",Henry J. Carter Specialty Hospital,"1752 Park Avenue, New York, NY 10035",Health+,"201","110,245","2013",40.803114999999998,-73.943265999999994
"1","1019000",Manhattan,I,"019000","190",MN11,Central Harlem South,"3803",1117371.6785899999085813760757446289063,4231.8270873499996014288626611232758,Manhattan 190,"1555",7.9,12,12.2,4.5,8.6,7.3,9.8,17.4,6.4,14.1,"64583",Henry J. Carter Specialty Hospital,"1752 Park Avenue, New York, NY 10035",Health+,"201","110,245","2013",40.803114999999998,-73.943265999999994
"1","1020600",Manhattan,E,"020600","206",MN03,Central Harlem North-Polo Grounds,"3803",1602693.8222000000532716512680053710938,5176.8731498500001180218532681465149,Manhattan 206,"1574",13.7,9.5,14.3,11.1,10,17.5,5.9,15.2,2.3,0.6,"40078",Henry J. Carter Specialty Hospital,"1752 Park Avenue, New York, NY 10035",Health+,"201","110,245","2013",40.803114999999998,-73.943265999999994
"1","1020600",Manhattan,E,"020600","206",MN03,Central Harlem North-Polo Grounds,"3803",1602693.8222000000532716512680053710938,5176.8731498500001180218532681465149,Manhattan 206,"1574",13.7,9.5,14.3,11.1,10,17.5,5.9,15.2,2.3,0.6,"40078",Harlem Hospital Center,"506 Lenox Avenue, New York, NY 10037",Health+,"282","1,267,362","1965",40.814232699999998,-73.941798800000001
"3","3007800",Brooklyn,E,"007800","78",BK32,Sunset Park West,"4012",1509791.9895299999043345451354980468750,4986.6715954399996917345561087131500,Brooklyn 78,"1488",8.1,4.6,12.5,9.3,14.5,16.2,11.6,11.6,4.9,6.7,"51250",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3007800",Brooklyn,E,"007800","78",BK32,Sunset Park West,"4012",1509791.9895299999043345451354980468750,4986.6715954399996917345561087131500,Brooklyn 78,"1488",8.1,4.6,12.5,9.3,14.5,16.2,11.6,11.6,4.9,6.7,"51250",Calvary Hospital,"150 55th Street, Brooklyn, NY 11220",Others,"25","460,000","1931",40.646512999999999,-74.021777400000005
"3","3008000",Brooklyn,E,"008000","80",BK32,Sunset Park West,"4012",1506326.4852700000628829002380371093750,4989.7231028699998205411247909069061,Brooklyn 80,"1207",3.2,8.9,9,6,9.4,26.8,10.6,14.9,5.4,5.7,"59630",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3008000",Brooklyn,E,"008000","80",BK32,Sunset Park West,"4012",1506326.4852700000628829002380371093750,4989.7231028699998205411247909069061,Brooklyn 80,"1207",3.2,8.9,9,6,9.4,26.8,10.6,14.9,5.4,5.7,"59630",Calvary Hospital,"150 55th Street, Brooklyn, NY 11220",Others,"25","460,000","1931",40.646512999999999,-74.021777400000005
"1","1024900",Manhattan,I,"024900","249",MN36,Washington Heights South,"3801",652856.3429649999598041176795959472656,3927.8214695100000426464248448610306,Manhattan 249,"443",7.4,10.8,11.7,20.5,8.1,16.7,7.9,10.6,4.3,1.8,"34632",New York-Presbyterian Hospital - Columbia Presbyterian Center,"622 West 168th Street, New York, NY 10032",NewYork-Presbyterian,"1022","3,693,539","1930",40.841246599999998,-73.943159300000005
"1","1026100",Manhattan,E,"026100","261",MN36,Washington Heights South,"3801",1681539.0600999998860061168670654296875,5532.0998580400000719237141311168671,Manhattan 261,"3814",10.3,13.9,9.4,6.4,14.7,20.4,11.2,7.1,4.2,2.4,"44271",New York-Presbyterian Hospital - Columbia Presbyterian Center,"622 West 168th Street, New York, NY 10032",NewYork-Presbyterian,"1022","3,693,539","1930",40.841246599999998,-73.943159300000005
"1","1026300",Manhattan,E,"026300","263",MN36,Washington Heights South,"3801",1691891.9936899999156594276428222656250,5730.5418404100000770995393395423889,Manhattan 263,"3053",11.6,13.8,16.1,8.5,6.3,9.6,6.6,20.1,6.8,0.7,"35110",New York-Presbyterian Hospital - Columbia Presbyterian Center,"622 West 168th Street, New York, NY 10032",NewYork-Presbyterian,"1022","3,693,539","1930",40.841246599999998,-73.943159300000005
"1","1026900",Manhattan,E,"026900","269",MN35,Washington Heights North,"3801",1889655.5483399999793618917465209960938,6017.0367769000004045665264129638672,Manhattan 269,"2772",7.5,8.9,16.3,10.2,14.1,25.1,7,8.2,1.5,1.1,"43152",New York-Presbyterian Hospital - Columbia Presbyterian Center,"622 West 168th Street, New York, NY 10032",NewYork-Presbyterian,"1022","3,693,539","1930",40.841246599999998,-73.943159300000005
"1","1026900",Manhattan,E,"026900","269",MN35,Washington Heights North,"3801",1889655.5483399999793618917465209960938,6017.0367769000004045665264129638672,Manhattan 269,"2772",7.5,8.9,16.3,10.2,14.1,25.1,7,8.2,1.5,1.1,"43152",BronxCare Hospital Center,"1650 Grand Concourse, Bronx, NY 10457",Mount Sinai,"415","480,769","1941",40.843471500000000,-73.913268500000001
"1","1027700",Manhattan,E,"027700","277",MN35,Washington Heights North,"3801",1760155.9878100000787526369094848632813,5903.1526154900002438807860016822815,Manhattan 277,"2120",15.3,11.7,19.7,12.9,10.6,14.8,6.8,5.6,1.2,1.5,"30125",New York-Presbyterian Hospital - Columbia Presbyterian Center,"622 West 168th Street, New York, NY 10032",NewYork-Presbyterian,"1022","3,693,539","1930",40.841246599999998,-73.943159300000005
"1","1027700",Manhattan,E,"027700","277",MN35,Washington Heights North,"3801",1760155.9878100000787526369094848632813,5903.1526154900002438807860016822815,Manhattan 277,"2120",15.3,11.7,19.7,12.9,10.6,14.8,6.8,5.6,1.2,1.5,"30125",BronxCare Hospital Center,"1650 Grand Concourse, Bronx, NY 10457",Mount Sinai,"415","480,769","1941",40.843471500000000,-73.913268500000001
"1","1027700",Manhattan,E,"027700","277",MN35,Washington Heights North,"3801",1760155.9878100000787526369094848632813,5903.1526154900002438807860016822815,Manhattan 277,"2120",15.3,11.7,19.7,12.9,10.6,14.8,6.8,5.6,1.2,1.5,"30125",New York-Presbyterian Hospital - Allen Hospital,"5141 Broadway, New York, NY 10034",NewYork-Presbyterian,"196","393,924","1988",40.873370299999998,-73.915299099999999
"3","3000501",Brooklyn,I,"000501","5.01",BK09,Brooklyn Heights-Cobble Hill,"4004",901506.9924810000229626893997192382813,4828.1700421499999720253981649875641,Brooklyn 5.01,"1788",2.8,6.6,5.6,2,2.3,7,7.7,21,11.2,33.7,"142922",NYU Langone Health-Cobble Hill,"83 Amity Street, Brooklyn, NY 11201",NYU Langone,"145","258,000","1900",40.690142500000000,-74.000112799999997
"3","3004100",Brooklyn,I,"004100","41",BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"4004",1744094.4106300000566989183425903320313,5283.8566596900000149616971611976624,Brooklyn 41,"1375",2.3,0.6,2.9,6,1.5,7.8,11.1,22.2,10.3,35.3,"140104",Brooklyn Hospital Center - Downtown Campus,"121 Dekalb Avenue, Brooklyn, NY 11201",SUNY,"464","335,000","1982",40.691268999999998,-73.979962999999998
"3","3005800",Brooklyn,E,"005800","58",BK31,Bay Ridge,"4013",2080303.3113200000952929258346557617188,6098.1678002400003606453537940979004,Brooklyn 58,"1374",11.4,8.2,8.6,8.3,14.3,11.5,8.7,18,2.2,8.9,"49329",NYU Langone Hospital-Brooklyn,"150 55th Street, Brooklyn, NY 11220",NYU Langone,"444","460,000","1931",40.646667399999998,-74.023112200000000
"3","3006000",Brooklyn,I,"006000","60",BK31,Bay Ridge,"4013",1639074.0417500000912696123123168945313,5498.3343872799996461253613233566284,Brooklyn 60,"1011",5.4,6.1,9.5,0.7,4.3,17.6,9.6,23.5,9.3,13.9,"98271",NYU Langone Hospital-Brooklyn,"150 55th Street, Brooklyn, NY 11220",NYU Langone,"444","460,000","1931",40.646667399999998,-74.023112200000000
"3","3006700",Brooklyn,I,"006700","67",BK33,Carroll Gardens-Columbia Street-Red Hook,"4005",1680804.3410400000866502523422241210938,5236.0479118200000812066718935966492,Brooklyn 67,"1523",2.7,1.8,1.6,2.7,3.5,13.7,5.2,14.9,13.8,40.2,"168194",NYU Langone Health-Cobble Hill,"83 Amity Street, Brooklyn, NY 11201",NYU Langone,"145","258,000","1900",40.690142500000000,-74.000112799999997
"3","3006900",Brooklyn,I,"006900","69",BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"4004",1927677.5717299999669194221496582031250,5563.9713213400000313413329422473907,Brooklyn 69,"1698",5.1,0.5,3.8,2.8,0.8,10.2,10.8,18.2,15.3,32.6,"142727",NYU Langone Health-Cobble Hill,"83 Amity Street, Brooklyn, NY 11201",NYU Langone,"145","258,000","1900",40.690142500000000,-74.000112799999997
"3","3006900",Brooklyn,I,"006900","69",BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"4004",1927677.5717299999669194221496582031250,5563.9713213400000313413329422473907,Brooklyn 69,"1698",5.1,0.5,3.8,2.8,0.8,10.2,10.8,18.2,15.3,32.6,"142727",Brooklyn Hospital Center - Downtown Campus,"121 Dekalb Avenue, Brooklyn, NY 11201",SUNY,"464","335,000","1982",40.691268999999998,-73.979962999999998
"3","3007400",Brooklyn,E,"007400","74",BK32,Sunset Park West,"4012",1516612.9992800001055002212524414062500,4994.5638564999999289284460246562958,Brooklyn 74,"1443",10.2,4.6,23.6,11.6,6.2,14.6,8.7,9.8,3.7,7.1,"34965",Calvary Hospital,"150 55th Street, Brooklyn, NY 11220",Others,"25","460,000","1931",40.646512999999999,-74.021777400000005
"3","3009800",Brooklyn,E,"009800","98",BK34,Sunset Park East,"4012",1625498.6524499999359250068664550781250,5203.9795848800004023360088467597961,Brooklyn 98,"1697",7.2,10.7,11.1,13.7,11.1,26.7,10.6,4.4,1.2,3.2,"44538",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3009800",Brooklyn,E,"009800","98",BK34,Sunset Park East,"4012",1625498.6524499999359250068664550781250,5203.9795848800004023360088467597961,Brooklyn 98,"1697",7.2,10.7,11.1,13.7,11.1,26.7,10.6,4.4,1.2,3.2,"44538",Calvary Hospital,"150 55th Street, Brooklyn, NY 11220",Others,"25","460,000","1931",40.646512999999999,-74.021777400000005
"3","3010100",Brooklyn,I,"010100","101",BK32,Sunset Park West,"4012",3393635.7842899998649954795837402343750,7585.5291331799999170470982789993286,Brooklyn 101,"1417",7.3,3.8,5.9,7.5,13.3,15,20.7,14.7,2.8,9.1,"67614",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3010100",Brooklyn,I,"010100","101",BK32,Sunset Park West,"4012",3393635.7842899998649954795837402343750,7585.5291331799999170470982789993286,Brooklyn 101,"1417",7.3,3.8,5.9,7.5,13.3,15,20.7,14.7,2.8,9.1,"67614",New York-Presbyterian Brooklyn Methodist Hospital,"506 Sixth Street, Brooklyn, NY 11215",NewYork-Presbyterian,"591","577,381","1931",40.668331600000002,-73.982023600000005
"3","3010200",Brooklyn,E,"010200","102",BK34,Sunset Park East,"4012",1640687.8387500001117587089538574218750,5223.3784812200001397286541759967804,Brooklyn 102,"1296",4.3,4.6,8.6,8.8,17.1,22.4,9.6,15.8,3.5,5.2,"56056",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3010200",Brooklyn,E,"010200","102",BK34,Sunset Park East,"4012",1640687.8387500001117587089538574218750,5223.3784812200001397286541759967804,Brooklyn 102,"1296",4.3,4.6,8.6,8.8,17.1,22.4,9.6,15.8,3.5,5.2,"56056",Calvary Hospital,"150 55th Street, Brooklyn, NY 11220",Others,"25","460,000","1931",40.646512999999999,-74.021777400000005
"3","3010400",Brooklyn,E,"010400","104",BK34,Sunset Park East,"4012",1639390.9212499998975545167922973632813,5221.7916918499995517777279019355774,Brooklyn 104,"1515",6,1.9,17.2,16,12.7,17.1,8.6,14.2,3.4,2.8,"44688",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3010800",Brooklyn,E,"010800","108",BK34,Sunset Park East,"4012",1624849.9880399999674409627914428710938,5203.5165998700003910926170647144318,Brooklyn 108,"1290",5.4,6,20.9,6.7,18.7,23.6,8.8,4.2,5,0.9,"45481",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3011000",Brooklyn,E,"011000","110",BK34,Sunset Park East,"4012",1699091.8636099998839199542999267578125,5365.0364798299997346475720405578613,Brooklyn 110,"606",1.5,10.6,16.3,6.3,15,17,10.1,13.5,4.5,5.3,"51000",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3011400",Brooklyn,I,"011400","114",BK88,Borough Park,"4014",1806159.3139599999412894248962402343750,5462.2819369700000606826506555080414,Brooklyn 114,"1070",8.3,7.1,13.3,12.5,16.7,13.9,14,9.1,3,2.1,"43869",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3012801",Brooklyn,E,"012801","128.01",BK30,Dyker Heights,"4013",1238338.7201799999456852674484252929688,4828.9839106199997331714257597923279,Brooklyn 128.01,"754",10.5,6.4,18.4,5.7,11.9,17.5,11.3,13.3,3.1,2,"39940",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3012801",Brooklyn,E,"012801","128.01",BK30,Dyker Heights,"4013",1238338.7201799999456852674484252929688,4828.9839106199997331714257597923279,Brooklyn 128.01,"754",10.5,6.4,18.4,5.7,11.9,17.5,11.3,13.3,3.1,2,"39940",Calvary Hospital,"150 55th Street, Brooklyn, NY 11220",Others,"25","460,000","1931",40.646512999999999,-74.021777400000005
"3","3013000",Brooklyn,E,"013000","130",BK31,Bay Ridge,"4013",1899181.5269500000867992639541625976563,5648.2365071699996406096033751964569,Brooklyn 130,"1689",5.5,4.6,11.5,10.9,9.4,9.4,13.6,15.9,8.7,10.5,"71719",NYU Langone Hospital-Brooklyn,"150 55th Street, Brooklyn, NY 11220",NYU Langone,"444","460,000","1931",40.646667399999998,-74.023112200000000
"3","3013000",Brooklyn,E,"013000","130",BK31,Bay Ridge,"4013",1899181.5269500000867992639541625976563,5648.2365071699996406096033751964569,Brooklyn 130,"1689",5.5,4.6,11.5,10.9,9.4,9.4,13.6,15.9,8.7,10.5,"71719",Calvary Hospital,"150 55th Street, Brooklyn, NY 11220",Others,"25","460,000","1931",40.646512999999999,-74.021777400000005
"3","3013200",Brooklyn,E,"013200","132",BK30,Dyker Heights,"4013",1665114.5637499999720603227615356445313,6369.3352789299997311900369822978973,Brooklyn 132,"681",6,10.1,7.9,14.7,10,20,8.1,9.4,7.9,5.9,"52989",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3013200",Brooklyn,E,"013200","132",BK30,Dyker Heights,"4013",1665114.5637499999720603227615356445313,6369.3352789299997311900369822978973,Brooklyn 132,"681",6,10.1,7.9,14.7,10,20,8.1,9.4,7.9,5.9,"52989",Calvary Hospital,"150 55th Street, Brooklyn, NY 11220",Others,"25","460,000","1931",40.646512999999999,-74.021777400000005
"3","3013300",Brooklyn,I,"013300","133",BK37,Park Slope-Gowanus,"4005",1596011.2198799999896436929702758789063,5175.7032583800000793416984379291534,Brooklyn 133,"1826",3.3,1.4,4.1,3.8,2,6,7.3,13.6,20.4,38.2,"165982",New York-Presbyterian Brooklyn Methodist Hospital,"506 Sixth Street, Brooklyn, NY 11215",NewYork-Presbyterian,"591","577,381","1931",40.668331600000002,-73.982023600000005
"3","3013700",Brooklyn,I,"013700","137",BK37,Park Slope-Gowanus,"4005",1638366.0583399999886751174926757812500,5226.6315664200001265271566808223724,Brooklyn 137,"1497",7.7,7.2,1.5,7.5,1.8,7.7,8.4,27.5,9.5,21.2,"111947",New York-Presbyterian Brooklyn Methodist Hospital,"506 Sixth Street, Brooklyn, NY 11215",NewYork-Presbyterian,"591","577,381","1931",40.668331600000002,-73.982023600000005
"3","3013900",Brooklyn,I,"013900","139",BK37,Park Slope-Gowanus,"4005",1631336.4663400000426918268203735351563,5219.6801801700003125006332993507385,Brooklyn 139,"1409",4,1.4,2.5,4,2.8,11.3,9.5,24.6,14.7,25.1,"130594",New York-Presbyterian Brooklyn Methodist Hospital,"506 Sixth Street, Brooklyn, NY 11215",NewYork-Presbyterian,"591","577,381","1931",40.668331600000002,-73.982023600000005
"3","3015100",Brooklyn,I,"015100","151",BK37,Park Slope-Gowanus,"4005",1607114.1263800000306218862533569335938,5175.2216459900000700145028531551361,Brooklyn 151,"1680",4.3,1,1.5,1.9,9.6,6.1,12.8,22.6,9.3,30.8,"127076",New York-Presbyterian Brooklyn Methodist Hospital,"506 Sixth Street, Brooklyn, NY 11215",NewYork-Presbyterian,"591","577,381","1931",40.668331600000002,-73.982023600000005
"3","3015300",Brooklyn,I,"015300","153",BK37,Park Slope-Gowanus,"4005",1619490.3182800000067800283432006835938,5188.3814414400003443006426095962524,Brooklyn 153,"1119",2.3,0.8,2.2,2.4,5.5,13.3,15.3,12.4,19.2,26.5,"130417",New York-Presbyterian Brooklyn Methodist Hospital,"506 Sixth Street, Brooklyn, NY 11215",NewYork-Presbyterian,"591","577,381","1931",40.668331600000002,-73.982023600000005
