apr_drg_code,facility_name,payment_typology_1,apr_severity_of_illness,patients,mean_length_of_stay,mean_total_charges_day,System,area_sqmi,Number of Beds
194,Bronx-Lebanon Hospital Center - Concourse Division,Private Health Insurance,Minor,1,8,1092.98,Mount Sinai,2.194,415
194,Bronx-Lebanon Hospital Center - Concourse Division,Private Health Insurance,Moderate,24,4.708333333,3217.19875,Mount Sinai,2.194,415
194,Bronx-Lebanon Hospital Center - Concourse Division,Self-Pay,Major,2,4,4826.77,Mount Sinai,2.194,415
194,Bronx-Lebanon Hospital Center - Concourse Division,Self-Pay,Moderate,1,3,5391.18,Mount Sinai,2.194,415
194,Brookdale Hospital Medical Center,Blue Cross/Blue Shield,Extreme,1,5,6885.17,Others,14.72,530
194,Brookdale Hospital Medical Center,Blue Cross/Blue Shield,Major,7,3.142857143,6566.56,Others,14.72,530
194,Brookdale Hospital Medical Center,Blue Cross/Blue Shield,Moderate,12,2.25,6874.680833,Others,14.72,530
194,Brookdale Hospital Medical Center,Medicare,Extreme,43,14.8372093,6023.623721,Others,14.72,530
194,Brookdale Hospital Medical Center,Medicare,Major,163,5.785276074,5839.164049,Others,14.72,530
194,Brookdale Hospital Medical Center,Medicare,Minor,16,3.25,5981.195625,Others,14.72,530
194,Brookdale Hospital Medical Center,Medicare,Moderate,120,3.766666667,5806.3075,Others,14.72,530
194,Brookdale Hospital Medical Center,Private Health Insurance,Major,5,3.2,5286.494,Others,14.72,530
194,Brookdale Hospital Medical Center,Private Health Insurance,Minor,1,7,4134.4,Others,14.72,530
194,Brookdale Hospital Medical Center,Private Health Insurance,Moderate,7,3.285714286,5802.942857,Others,14.72,530
194,Brookdale Hospital Medical Center,Self-Pay,Major,7,4.857142857,5864.787143,Others,14.72,530
194,Brookdale Hospital Medical Center,Self-Pay,Minor,2,3.5,6622.99,Others,14.72,530
194,Brookdale Hospital Medical Center,Self-Pay,Moderate,3,1.666666667,7220.216667,Others,14.72,530
194,Brooklyn Hospital Center - Downtown Campus,Blue Cross/Blue Shield,Major,1,6,12756.07,SUNY,2.958,464
194,Brooklyn Hospital Center - Downtown Campus,Blue Cross/Blue Shield,Minor,1,3,8104.35,SUNY,2.958,464
194,Brooklyn Hospital Center - Downtown Campus,Blue Cross/Blue Shield,Moderate,6,3.5,12506.505,SUNY,2.958,464
194,Brooklyn Hospital Center - Downtown Campus,Medicare,Extreme,22,9.545454545,10277.69591,SUNY,2.958,464
194,Brooklyn Hospital Center - Downtown Campus,Medicare,Major,112,6.866071429,10619.62893,SUNY,2.958,464
194,Brooklyn Hospital Center - Downtown Campus,Medicare,Minor,18,3.833333333,10325.86111,SUNY,2.958,464
194,Brooklyn Hospital Center - Downtown Campus,Medicare,Moderate,105,4.447619048,10415.85648,SUNY,2.958,464
194,Brooklyn Hospital Center - Downtown Campus,Private Health Insurance,Extreme,1,1,5402.2,SUNY,2.958,464
194,Brooklyn Hospital Center - Downtown Campus,Private Health Insurance,Major,5,3.6,8205.964,SUNY,2.958,464
194,Brooklyn Hospital Center - Downtown Campus,Private Health Insurance,Minor,1,5,7839.88,SUNY,2.958,464
194,Brooklyn Hospital Center - Downtown Campus,Private Health Insurance,Moderate,15,7.2,8995.008667,SUNY,2.958,464
194,Brooklyn Hospital Center - Downtown Campus,Self-Pay,Moderate,3,5.666666667,9280.303333,SUNY,2.958,464
194,Calvary Hospital Inc,Blue Cross/Blue Shield,Major,1,12,2064.23,Others,4.495,200
194,Calvary Hospital Inc,Blue Cross/Blue Shield,Moderate,1,8,2055.35,Others,4.495,200
194,Calvary Hospital Inc,Medicare,Extreme,7,17.28571429,2022.754286,Others,4.495,200
194,Calvary Hospital Inc,Medicare,Major,51,20.05882353,2116.793137,Others,4.495,200
194,Calvary Hospital Inc,Medicare,Minor,5,3.2,2122.948,Others,4.495,200
194,Calvary Hospital Inc,Medicare,Moderate,57,20.01754386,2102.323333,Others,4.495,200
194,Calvary Hospital Inc,Private Health Insurance,Extreme,1,2,1978.5,Others,4.495,200
194,Calvary Hospital Inc,Private Health Insurance,Major,8,7.125,2026.035,Others,4.495,200
194,Calvary Hospital Inc,Private Health Insurance,Minor,9,6,2041.115556,Others,4.495,200
194,Calvary Hospital Inc,Private Health Insurance,Moderate,19,8.315789474,2082.011579,Others,4.495,200
194,Calvary Hospital Inc,Self-Pay,Extreme,1,5,2099.73,Others,4.495,200
194,Calvary Hospital Inc,Self-Pay,Major,1,8,2017.83,Others,4.495,200
194,Calvary Hospital Inc,Self-Pay,Moderate,1,1,2013,Others,4.495,200
194,Coney Island Hospital,Blue Cross/Blue Shield,Major,1,7,7314.43,Health+,9.415,371
194,Coney Island Hospital,Medicare,Extreme,43,15.23255814,6318.27814,Health+,9.415,371
194,Coney Island Hospital,Medicare,Major,176,8.704545455,6212.18125,Health+,9.415,371
194,Coney Island Hospital,Medicare,Minor,16,4.25,6395.1,Health+,9.415,371
194,Coney Island Hospital,Medicare,Moderate,132,5.598484848,6494.571061,Health+,9.415,371
194,Coney Island Hospital,Private Health Insurance,Extreme,1,1,15776.5,Health+,9.415,371
194,Coney Island Hospital,Private Health Insurance,Major,4,4,6926.525,Health+,9.415,371
194,Coney Island Hospital,Private Health Insurance,Minor,1,4,5664.05,Health+,9.415,371
194,Coney Island Hospital,Private Health Insurance,Moderate,13,4.769230769,7022.933846,Health+,9.415,371
194,Coney Island Hospital,Self-Pay,Major,2,3.5,7783.02,Health+,9.415,371
194,Coney Island Hospital,Self-Pay,Minor,1,5,5672.62,Health+,9.415,371
194,Coney Island Hospital,Self-Pay,Moderate,4,3,6199.2875,Health+,9.415,371
194,Elmhurst Hospital Center,Blue Cross/Blue Shield,Extreme,1,26,6339.77,Health+,10.09,545
194,Elmhurst Hospital Center,Blue Cross/Blue Shield,Major,1,12,5335.83,Health+,10.09,545
194,Elmhurst Hospital Center,Blue Cross/Blue Shield,Minor,1,2,7147.48,Health+,10.09,545
194,Elmhurst Hospital Center,Blue Cross/Blue Shield,Moderate,1,7,5141.98,Health+,10.09,545
194,Elmhurst Hospital Center,Medicare,Extreme,21,12.28571429,6996.141429,Health+,10.09,545
194,Elmhurst Hospital Center,Medicare,Major,85,7.988235294,6392.881294,Health+,10.09,545
194,Elmhurst Hospital Center,Medicare,Minor,16,4,6713.633125,Health+,10.09,545
194,Elmhurst Hospital Center,Medicare,Moderate,84,5.142857143,6634.554405,Health+,10.09,545
194,Elmhurst Hospital Center,Private Health Insurance,Extreme,2,7.5,7305.755,Health+,10.09,545
194,Elmhurst Hospital Center,Private Health Insurance,Major,4,10.25,6126.9875,Health+,10.09,545
194,Elmhurst Hospital Center,Private Health Insurance,Moderate,8,3.75,6527.175,Health+,10.09,545
194,Elmhurst Hospital Center,Self-Pay,Extreme,1,18,8107.74,Health+,10.09,545
194,Elmhurst Hospital Center,Self-Pay,Major,5,18.4,6736.466,Health+,10.09,545
194,Elmhurst Hospital Center,Self-Pay,Minor,4,3,7096.2025,Health+,10.09,545
194,Elmhurst Hospital Center,Self-Pay,Moderate,2,5,6068.845,Health+,10.09,545
194,Flushing Hospital Medical Center,Blue Cross/Blue Shield,Extreme,1,15,3896.33,Others,14.16,299
194,Flushing Hospital Medical Center,Blue Cross/Blue Shield,Moderate,3,3,5212.666667,Others,14.16,299
194,Flushing Hospital Medical Center,Medicare,Extreme,20,11.6,5357.3795,Others,14.16,299
194,Flushing Hospital Medical Center,Medicare,Major,78,8.833333333,3998.837308,Others,14.16,299
194,Flushing Hospital Medical Center,Medicare,Minor,11,4.181818182,3878.132727,Others,14.16,299
194,Flushing Hospital Medical Center,Medicare,Moderate,67,5.268656716,4113.333881,Others,14.16,299
194,Flushing Hospital Medical Center,Private Health Insurance,Moderate,4,4,3349.2,Others,14.16,299
194,Flushing Hospital Medical Center,Self-Pay,Major,2,6.5,4065.015,Others,14.16,299
194,Harlem Hospital Center,Blue Cross/Blue Shield,Extreme,1,10,6233.07,Health+,1.517,282
194,Harlem Hospital Center,Blue Cross/Blue Shield,Minor,2,1.5,8741.55,Health+,1.517,282
194,Harlem Hospital Center,Blue Cross/Blue Shield,Moderate,1,2,8025.96,Health+,1.517,282
194,Harlem Hospital Center,Medicare,Extreme,4,9.5,6710.4,Health+,1.517,282
194,Harlem Hospital Center,Medicare,Major,46,8.260869565,6492.44913,Health+,1.517,282
194,Harlem Hospital Center,Medicare,Minor,19,1.947368421,7820.221053,Health+,1.517,282
194,Harlem Hospital Center,Medicare,Moderate,78,3.551282051,6805.438974,Health+,1.517,282
194,Harlem Hospital Center,Private Health Insurance,Major,2,6,6930.805,Health+,1.517,282
194,Harlem Hospital Center,Private Health Insurance,Minor,2,3,6812,Health+,1.517,282
194,Harlem Hospital Center,Private Health Insurance,Moderate,6,2.666666667,7543.471667,Health+,1.517,282
194,Harlem Hospital Center,Self-Pay,Major,4,4.75,8253.545,Health+,1.517,282
194,Harlem Hospital Center,Self-Pay,Minor,3,1.333333333,8411.72,Health+,1.517,282
194,Harlem Hospital Center,Self-Pay,Moderate,10,3.4,8027.565,Health+,1.517,282
194,Hospital for Special Surgery,Medicare,Moderate,1,14,9140.21,NewYork-Presbyterian,1.054,215
194,Interfaith Medical Center,Blue Cross/Blue Shield,Moderate,1,3,6035.38,Others,2.895,287
194,Interfaith Medical Center,Medicare,Extreme,3,15,4815.373333,Others,2.895,287
194,Interfaith Medical Center,Medicare,Major,27,7.333333333,5558.343704,Others,2.895,287
194,Interfaith Medical Center,Medicare,Minor,3,2.666666667,5860.453333,Others,2.895,287
194,Interfaith Medical Center,Medicare,Moderate,24,3.666666667,5992.597917,Others,2.895,287
194,Interfaith Medical Center,Private Health Insurance,Major,5,3.4,5272.648,Others,2.895,287
194,Interfaith Medical Center,Private Health Insurance,Minor,1,2,5351.97,Others,2.895,287
194,Interfaith Medical Center,Private Health Insurance,Moderate,2,2,6369.61,Others,2.895,287
194,Interfaith Medical Center,Self-Pay,Major,1,8,4749.4,Others,2.895,287
194,Jacobi Medical Center,Blue Cross/Blue Shield,Major,2,4,7978.145,Health+,7.016,457
194,Jacobi Medical Center,Blue Cross/Blue Shield,Moderate,2,5.5,6940.765,Health+,7.016,457
194,Jacobi Medical Center,Medicare,Extreme,14,13,7119.446429,Health+,7.016,457
194,Jacobi Medical Center,Medicare,Major,67,8.626865672,6377.185672,Health+,7.016,457
194,Jacobi Medical Center,Medicare,Minor,4,11.5,5881.895,Health+,7.016,457
194,Jacobi Medical Center,Medicare,Moderate,46,6.065217391,6206.966304,Health+,7.016,457
194,Jacobi Medical Center,Private Health Insurance,Extreme,1,4,9489.78,Health+,7.016,457
194,Jacobi Medical Center,Private Health Insurance,Major,1,7,7569.95,Health+,7.016,457
194,Jacobi Medical Center,Private Health Insurance,Minor,1,1,7155.16,Health+,7.016,457
194,Jacobi Medical Center,Private Health Insurance,Moderate,10,3.4,7214.64,Health+,7.016,457
194,Jacobi Medical Center,Self-Pay,Major,1,7,6800.51,Health+,7.016,457
194,Jacobi Medical Center,Self-Pay,Minor,2,1.5,7409.75,Health+,7.016,457
194,Jacobi Medical Center,Self-Pay,Moderate,5,2.4,7141.69,Health+,7.016,457
194,Jamaica Hospital Medical Center,Blue Cross/Blue Shield,Major,11,10.81818182,4268.768182,Others,19.28,402
194,Jamaica Hospital Medical Center,Blue Cross/Blue Shield,Minor,5,1.8,6043.7,Others,19.28,402
194,Jamaica Hospital Medical Center,Blue Cross/Blue Shield,Moderate,10,5.2,4441.728,Others,19.28,402
194,Jamaica Hospital Medical Center,Medicare,Extreme,27,13.48148148,6639.418148,Others,19.28,402
194,Jamaica Hospital Medical Center,Medicare,Major,124,6.483870968,5030.751855,Others,19.28,402
194,Jamaica Hospital Medical Center,Medicare,Minor,64,2.671875,5406.26125,Others,19.28,402
194,Jamaica Hospital Medical Center,Medicare,Moderate,254,4.059055118,5058.13189,Others,19.28,402
194,Jamaica Hospital Medical Center,Private Health Insurance,Extreme,1,6,4967,Others,19.28,402
194,Jamaica Hospital Medical Center,Private Health Insurance,Major,9,4.222222222,5408.607778,Others,19.28,402
194,Jamaica Hospital Medical Center,Private Health Insurance,Minor,5,2,4807.168,Others,19.28,402
194,Jamaica Hospital Medical Center,Private Health Insurance,Moderate,22,3.045454545,5484.116818,Others,19.28,402
194,Jamaica Hospital Medical Center,Self-Pay,Extreme,2,10.5,4505.195,Others,19.28,402
194,Jamaica Hospital Medical Center,Self-Pay,Major,2,6,4821.275,Others,19.28,402
194,Jamaica Hospital Medical Center,Self-Pay,Minor,8,2.5,5255.53125,Others,19.28,402
194,Jamaica Hospital Medical Center,Self-Pay,Moderate,8,3.625,4892.64125,Others,19.28,402
194,Kings County Hospital Center,Blue Cross/Blue Shield,Extreme,1,3,10680.54,Health+,1.44,639
194,Kings County Hospital Center,Blue Cross/Blue Shield,Major,1,6,7315.61,Health+,1.44,639
194,Kings County Hospital Center,Blue Cross/Blue Shield,Minor,2,2.5,8464.91,Health+,1.44,639
194,Kings County Hospital Center,Blue Cross/Blue Shield,Moderate,6,2.166666667,7717.835,Health+,1.44,639
194,Kings County Hospital Center,Medicare,Extreme,12,12.58333333,6777.530833,Health+,1.44,639
194,Kings County Hospital Center,Medicare,Major,81,6.62962963,7038.759136,Health+,1.44,639
194,Kings County Hospital Center,Medicare,Minor,44,4.068181818,7015.7375,Health+,1.44,639
194,Kings County Hospital Center,Medicare,Moderate,159,3.729559748,7025.771761,Health+,1.44,639
194,Kings County Hospital Center,Private Health Insurance,Major,2,6,7100.93,Health+,1.44,639
194,Kings County Hospital Center,Private Health Insurance,Minor,5,2.4,7722.526,Health+,1.44,639
194,Kings County Hospital Center,Private Health Insurance,Moderate,17,3.529411765,7160.061765,Health+,1.44,639
194,Kings County Hospital Center,Self-Pay,Extreme,2,9,6459.02,Health+,1.44,639
194,Kings County Hospital Center,Self-Pay,Major,16,4.4375,7481.83625,Health+,1.44,639
194,Kings County Hospital Center,Self-Pay,Minor,15,2.333333333,7579.547333,Health+,1.44,639
194,Kings County Hospital Center,Self-Pay,Moderate,27,3.481481481,7262.780741,Health+,1.44,639
194,Kingsbrook Jewish Medical Center,Blue Cross/Blue Shield,Extreme,1,3,12656.67,SUNY,1.66,303
194,Kingsbrook Jewish Medical Center,Blue Cross/Blue Shield,Major,3,5,8584.55,SUNY,1.66,303
194,Kingsbrook Jewish Medical Center,Blue Cross/Blue Shield,Moderate,3,3,8088.933333,SUNY,1.66,303
194,Kingsbrook Jewish Medical Center,Medicare,Extreme,28,14.03571429,10484.09714,SUNY,1.66,303
194,Kingsbrook Jewish Medical Center,Medicare,Major,89,7.011235955,8389.404944,SUNY,1.66,303
194,Kingsbrook Jewish Medical Center,Medicare,Minor,22,3.636363636,7586.172727,SUNY,1.66,303
194,Kingsbrook Jewish Medical Center,Medicare,Moderate,117,4.393162393,8243.47359,SUNY,1.66,303
194,Kingsbrook Jewish Medical Center,Private Health Insurance,Extreme,2,10,12890.47,SUNY,1.66,303
194,Kingsbrook Jewish Medical Center,Private Health Insurance,Major,4,11,7943.7925,SUNY,1.66,303
194,Kingsbrook Jewish Medical Center,Private Health Insurance,Minor,1,4,6753.5,SUNY,1.66,303
194,Kingsbrook Jewish Medical Center,Private Health Insurance,Moderate,10,2.9,9463.929,SUNY,1.66,303
194,Lenox Hill Hospital,Blue Cross/Blue Shield,Extreme,1,13,10751.36,Northwell,1.582,632
194,Lenox Hill Hospital,Blue Cross/Blue Shield,Major,8,4.25,15528.40375,Northwell,1.582,632
194,Lenox Hill Hospital,Blue Cross/Blue Shield,Moderate,7,3,15805.15571,Northwell,1.582,632
194,Lenox Hill Hospital,Medicare,Extreme,27,10.85185185,13998.89778,Northwell,1.582,632
194,Lenox Hill Hospital,Medicare,Major,147,6.823129252,13124.85932,Northwell,1.582,632
194,Lenox Hill Hospital,Medicare,Minor,17,3.235294118,12684.00765,Northwell,1.582,632
194,Lenox Hill Hospital,Medicare,Moderate,136,4.014705882,14197.80618,Northwell,1.582,632
194,Lenox Hill Hospital,Private Health Insurance,Extreme,4,10.25,22017.26,Northwell,1.582,632
194,Lenox Hill Hospital,Private Health Insurance,Major,11,5.454545455,13086.09545,Northwell,1.582,632
194,Lenox Hill Hospital,Private Health Insurance,Minor,2,4.5,14126.535,Northwell,1.582,632
194,Lenox Hill Hospital,Private Health Insurance,Moderate,15,3.733333333,13953.572,Northwell,1.582,632
194,Lincoln Medical & Mental Health Center,Blue Cross/Blue Shield,Major,3,3,7714.763333,Health+,2.933,362
194,Lincoln Medical & Mental Health Center,Blue Cross/Blue Shield,Minor,1,5,5611.06,Health+,2.933,362
194,Lincoln Medical & Mental Health Center,Blue Cross/Blue Shield,Moderate,4,1.5,7872.72,Health+,2.933,362
194,Lincoln Medical & Mental Health Center,Medicare,Extreme,14,11.5,6448.833571,Health+,2.933,362
194,Lincoln Medical & Mental Health Center,Medicare,Major,72,4.625,6240.136528,Health+,2.933,362
194,Lincoln Medical & Mental Health Center,Medicare,Minor,49,2.367346939,6924.795918,Health+,2.933,362
194,Lincoln Medical & Mental Health Center,Medicare,Moderate,156,3.602564103,6371.917308,Health+,2.933,362
194,Lincoln Medical & Mental Health Center,Private Health Insurance,Extreme,2,16,5599.085,Health+,2.933,362
194,Lincoln Medical & Mental Health Center,Private Health Insurance,Major,3,3.333333333,7568.226667,Health+,2.933,362
194,Lincoln Medical & Mental Health Center,Private Health Insurance,Minor,4,2.5,7405.765,Health+,2.933,362
194,Lincoln Medical & Mental Health Center,Private Health Insurance,Moderate,2,2,7911.475,Health+,2.933,362
194,Lincoln Medical & Mental Health Center,Self-Pay,Major,1,3,6629.76,Health+,2.933,362
194,Lincoln Medical & Mental Health Center,Self-Pay,Minor,1,1,7870.22,Health+,2.933,362
194,Lincoln Medical & Mental Health Center,Self-Pay,Moderate,5,2,7425.16,Health+,2.933,362
194,Long Island Jewish Medical Center,Blue Cross/Blue Shield,Extreme,4,11.25,10467.845,Northwell,13.07,1025
194,Long Island Jewish Medical Center,Blue Cross/Blue Shield,Major,14,5.357142857,11156.35143,Northwell,13.07,1025
194,Long Island Jewish Medical Center,Blue Cross/Blue Shield,Minor,7,2.857142857,10813.08143,Northwell,13.07,1025
194,Long Island Jewish Medical Center,Blue Cross/Blue Shield,Moderate,18,3.333333333,12360.57,Northwell,13.07,1025
194,Long Island Jewish Medical Center,Medicare,Extreme,78,10.88461538,11261.30949,Northwell,13.07,1025
194,Long Island Jewish Medical Center,Medicare,Major,305,7.101639344,10407.2298,Northwell,13.07,1025
194,Long Island Jewish Medical Center,Medicare,Minor,59,3.033898305,10433.41017,Northwell,13.07,1025
194,Long Island Jewish Medical Center,Medicare,Moderate,288,4.583333333,10123.39993,Northwell,13.07,1025
194,Long Island Jewish Medical Center,Private Health Insurance,Extreme,7,16.28571429,14195.65429,Northwell,13.07,1025
194,Long Island Jewish Medical Center,Private Health Insurance,Major,17,7.058823529,10731.94118,Northwell,13.07,1025
194,Long Island Jewish Medical Center,Private Health Insurance,Minor,6,1.666666667,13405.27,Northwell,13.07,1025
194,Long Island Jewish Medical Center,Private Health Insurance,Moderate,21,3.238095238,11569.6519,Northwell,13.07,1025
194,Long Island Jewish Medical Center,Self-Pay,Major,1,1,12623,Northwell,13.07,1025
194,Long Island Jewish Medical Center,Self-Pay,Moderate,4,3.25,12012.59,Northwell,13.07,1025
194,Maimonides Medical Center,Blue Cross/Blue Shield,Major,4,3,12373.0825,Montefiore,7.482,711
194,Maimonides Medical Center,Blue Cross/Blue Shield,Minor,2,4.5,11175.035,Montefiore,7.482,711
194,Maimonides Medical Center,Blue Cross/Blue Shield,Moderate,4,3.75,12333.29,Montefiore,7.482,711
194,Maimonides Medical Center,Medicare,Extreme,126,10.11111111,11642.07563,Montefiore,7.482,711
194,Maimonides Medical Center,Medicare,Major,373,6.44772118,11365.68032,Montefiore,7.482,711
194,Maimonides Medical Center,Medicare,Minor,44,3.204545455,10812.88318,Montefiore,7.482,711
194,Maimonides Medical Center,Medicare,Moderate,253,4.245059289,11386.05016,Montefiore,7.482,711
194,Maimonides Medical Center,Private Health Insurance,Major,8,5.125,11150.11875,Montefiore,7.482,711
194,Maimonides Medical Center,Private Health Insurance,Minor,1,3,10975,Montefiore,7.482,711
194,Maimonides Medical Center,Private Health Insurance,Moderate,8,5.125,11634.3625,Montefiore,7.482,711
194,Maimonides Medical Center,Self-Pay,Major,2,6.5,10812.725,Montefiore,7.482,711
194,Maimonides Medical Center,Self-Pay,Moderate,2,6,11295.555,Montefiore,7.482,711
194,Memorial Hospital for Cancer and Allied Diseases,Blue Cross/Blue Shield,Extreme,1,15,8446.16,Others,0.382,514
194,Memorial Hospital for Cancer and Allied Diseases,Blue Cross/Blue Shield,Major,7,4.428571429,10724.89571,Others,0.382,514
194,Memorial Hospital for Cancer and Allied Diseases,Blue Cross/Blue Shield,Minor,1,2,12110.08,Others,0.382,514
194,Memorial Hospital for Cancer and Allied Diseases,Blue Cross/Blue Shield,Moderate,1,4,9108.53,Others,0.382,514
194,Memorial Hospital for Cancer and Allied Diseases,Medicare,Extreme,6,12.66666667,10779.50333,Others,0.382,514
194,Memorial Hospital for Cancer and Allied Diseases,Medicare,Major,36,6.111111111,9864.403611,Others,0.382,514
194,Memorial Hospital for Cancer and Allied Diseases,Medicare,Minor,3,5,9287.873333,Others,0.382,514
194,Memorial Hospital for Cancer and Allied Diseases,Medicare,Moderate,25,3.36,12348.4872,Others,0.382,514
194,Memorial Hospital for Cancer and Allied Diseases,Private Health Insurance,Extreme,2,4,16027.705,Others,0.382,514
194,Memorial Hospital for Cancer and Allied Diseases,Private Health Insurance,Major,5,3.8,9959.226,Others,0.382,514
194,Memorial Hospital for Cancer and Allied Diseases,Private Health Insurance,Moderate,1,1,14272.3,Others,0.382,514
194,Metropolitan Hospital Center,Blue Cross/Blue Shield,Major,1,6,7456.61,Health+,1.074,338
194,Metropolitan Hospital Center,Blue Cross/Blue Shield,Minor,3,3.333333333,6734.64,Health+,1.074,338
194,Metropolitan Hospital Center,Blue Cross/Blue Shield,Moderate,3,6,6669.72,Health+,1.074,338
194,Metropolitan Hospital Center,Medicare,Extreme,9,13.77777778,6241.496667,Health+,1.074,338
194,Metropolitan Hospital Center,Medicare,Major,37,7.675675676,6282.887838,Health+,1.074,338
194,Metropolitan Hospital Center,Medicare,Minor,6,3,7121.15,Health+,1.074,338
194,Metropolitan Hospital Center,Medicare,Moderate,38,3.105263158,7008.187105,Health+,1.074,338
194,Metropolitan Hospital Center,Private Health Insurance,Major,2,12.5,7093.045,Health+,1.074,338
194,Metropolitan Hospital Center,Self-Pay,Minor,1,2,9759.89,Health+,1.074,338
194,Metropolitan Hospital Center,Self-Pay,Moderate,4,3.75,7685.2725,Health+,1.074,338
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Blue Cross/Blue Shield,Extreme,4,15,12843.79,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Blue Cross/Blue Shield,Major,18,6.944444444,12633.43389,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Blue Cross/Blue Shield,Moderate,27,3.851851852,13271.75407,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Medicare,Extreme,74,13.12162162,11949.32608,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Medicare,Major,325,6.787692308,11913.39591,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Medicare,Minor,33,3.242424242,13415.21394,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Medicare,Moderate,248,4.209677419,12452.82266,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Private Health Insurance,Extreme,4,12.25,13785.2275,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Private Health Insurance,Major,14,5.571428571,12210.82143,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Private Health Insurance,Minor,6,2.5,13135.68167,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Private Health Insurance,Moderate,23,3.47826087,14334.66783,Montefiore,0.449,421
194,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Self-Pay,Major,1,9,12025.27,Montefiore,0.449,421
194,Montefiore Medical Center-Wakefield Hospital,Blue Cross/Blue Shield,Extreme,1,24,11934.46,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Blue Cross/Blue Shield,Major,10,6.8,14337.821,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Blue Cross/Blue Shield,Minor,2,2.5,13711.685,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Blue Cross/Blue Shield,Moderate,4,4.5,16129.0425,Montefiore,4.47,321
194,Montefiore Medical Center-Wakefield Hospital,Medicare,Extreme,36,15.83333333,13175.80639,Montefiore,4.47,321
